#,접수번호,접수일자,검체유형_x,시설명,시료명_x,의뢰기관,의뢰자_x,대표자,진행상황,부적합항목수,부적합항목,제조번호,제조일자,유통기한,확인일,의뢰구분,성적서용도,검사목적,검사결과,공문번호,공문의뢰일,문서시행번호,문서시행일,최종승인일,담당팀,담당자,채취방법,채취확인자,업체명,업종,배출시설,의뢰주소,전화번호,이동전화,이메일,채취일자,채취장소_x,처리기간,처리일,수수료,항목수_x,번호,채취장소_y,의뢰자_y,검체유형_y,시료명_y,접수일,항목수_y,폼알데하이드,PM10,PM2.5,CO2,부유세균,라돈,라돈(밀폐),벤젠,톨루엔,에틸벤젠,자일렌,스틸렌,일산화탄소,염화수소,암모니아,시안화수소,페놀화합물,크롬화합물,먼지,구리화합물,질소산화물,수은화합물,카드뮴화합물,황화수소,니켈및그화합물,포름알데히드,불소화합물,아연화합물,매연,비소화합물,유류 중 황함유량,철화합물,트리클로로에틸렌,아크릴로니트릴,"1,2-Dichlorethane",Carbon tetrachloride,테트라클로로에틸렌,클로로포름,황산화물,이황화탄소,총탄화수소,납화합물
,2792400126-01,2024-04-30,실내공기질/실내공기질/신축공동주택,제일풍경채,601동 303호,파주시 푸른환경사업본부,푸른환경사업본부장,,결과승인완료,3,"벤젠,라돈(밀폐),톨루엔",,,,2024-05-16,관원,,,부적합,환경지도과-3345,2024-01-26,경기도보건환경연구원북부지원-6934,2024-05-16,2024-05-16,대기환경팀(B),김지영,,,,,신축공동주택,경기 파주시 시민회관길 16-11 (금촌동),,,,2024-04-30,경기 파주시 범벅들길 100 (다율동),12,2024-05-17,0,9,239,경기 파주시 범벅들길 100 (다율동),푸른환경사업본부장,실내공기질/실내공기질/신축공동주택,601동 303호,04-30,9/9,31.6,,,,,,187.1,58.2,2276.0,119.3,329.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400126-02,2024-04-30,실내공기질/실내공기질/신축공동주택,제일풍경채,601동 305호,파주시 푸른환경사업본부,푸른환경사업본부장,,결과승인완료,2,"톨루엔,라돈(밀폐)",,,,2024-05-16,관원,,,부적합,환경지도과-3345,2024-01-26,경기도보건환경연구원북부지원-6934,2024-05-16,2024-05-16,대기환경팀(B),김지영,,,,,신축공동주택,경기 파주시 시민회관길 16-11 (금촌동),,,,2024-04-30,경기 파주시 범벅들길 100 (다율동),12,2024-05-17,0,9,240,경기 파주시 범벅들길 100 (다율동),푸른환경사업본부장,실내공기질/실내공기질/신축공동주택,601동 305호,04-30,9/9,48.7,,,,,,222.1,27.4,4414.7,80.2,191.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400126-03,2024-04-30,실내공기질/실내공기질/신축공동주택,제일풍경채,602동 1001호,파주시 푸른환경사업본부,푸른환경사업본부장,,결과승인완료,3,"라돈(밀폐),톨루엔,벤젠",,,,2024-05-16,관원,,,부적합,환경지도과-3345,2024-01-26,경기도보건환경연구원북부지원-6934,2024-05-16,2024-05-16,대기환경팀(B),김지영,,,,,신축공동주택,경기 파주시 시민회관길 16-11 (금촌동),,,,2024-04-30,경기 파주시 범벅들길 100 (다율동),12,2024-05-17,0,9,241,경기 파주시 범벅들길 100 (다율동),푸른환경사업본부장,실내공기질/실내공기질/신축공동주택,602동 1001호,04-30,9/9,81.7,,,,,,580.6,428,14122.4,239.8,612.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400126-04,2024-04-30,실내공기질/실내공기질/신축공동주택,제일풍경채,602동 1002호,파주시 푸른환경사업본부,푸른환경사업본부장,,결과승인완료,3,"벤젠,라돈(밀폐),톨루엔",,,,2024-05-16,관원,,,부적합,환경지도과-3345,2024-01-26,경기도보건환경연구원북부지원-6934,2024-05-16,2024-05-16,대기환경팀(B),김지영,,,,,신축공동주택,경기 파주시 시민회관길 16-11 (금촌동),,,,2024-04-30,경기 파주시 범벅들길 100 (다율동),12,2024-05-17,0,9,242,경기 파주시 범벅들길 100 (다율동),푸른환경사업본부장,실내공기질/실내공기질/신축공동주택,602동 1002호,04-30,9/9,41.0,,,,,,324.8,58.96,6034.5,196.7,616.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400126-05,2024-04-30,실내공기질/실내공기질/신축공동주택,제일풍경채,608동 1703호,파주시 푸른환경사업본부,푸른환경사업본부장,,결과승인완료,3,"톨루엔,벤젠,라돈(밀폐)",,,,2024-05-16,관원,,,부적합,환경지도과-3345,2024-01-26,경기도보건환경연구원북부지원-6934,2024-05-16,2024-05-16,대기환경팀(B),김지영,,,,,신축공동주택,경기 파주시 시민회관길 16-11 (금촌동),,,,2024-04-30,경기 파주시 범벅들길 100 (다율동),12,2024-05-17,0,9,243,경기 파주시 범벅들길 100 (다율동),푸른환경사업본부장,실내공기질/실내공기질/신축공동주택,608동 1703호,04-30,9/9,33.8,,,,,,248.4,60.9,4894.1,134.7,436.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400126-06,2024-04-30,실내공기질/실내공기질/신축공동주택,제일풍경채,608동 1705호,파주시 푸른환경사업본부,푸른환경사업본부장,,결과승인완료,3,"벤젠,톨루엔,라돈(밀폐)",,,,2024-05-16,관원,,,부적합,환경지도과-3345,2024-01-26,경기도보건환경연구원북부지원-6934,2024-05-16,2024-05-16,대기환경팀(B),김지영,,,,,신축공동주택,경기 파주시 시민회관길 16-11 (금촌동),,,,2024-04-30,경기 파주시 범벅들길 100 (다율동),12,2024-05-17,0,9,244,경기 파주시 범벅들길 100 (다율동),푸른환경사업본부장,실내공기질/실내공기질/신축공동주택,608동 1705호,04-30,9/9,45.8,,,,,,200.9,121.9,5671.1,61.5,142.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400128-01,2024-05-01,실내공기질/실내공기질/다,홈플러스 운정점 더콜로니운정(주),지하2층 21구역,파주시 푸른환경사업본부,푸른환경사업본부장,,결과승인완료,0,,,,,2024-05-09,관원,,,적합,환경지도과-3345,2024-01-26,경기도보건환경연구원북부지원-6609,2024-05-09,2024-05-09,대기환경팀(B),김지영,,,,,실내주차장,경기 파주시 시민회관길 16-11 (금촌동),,,,2024-05-01,경기 파주시 청암로17번길 17 (목동동),9,2024-05-14,0,3,246,경기 파주시 청암로17번길 17 (목동동),푸른환경사업본부장,실내공기질/실내공기질/다,지하2층 21구역,05-01,3/3,6.5,50.6,,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400128-02,2024-05-01,실내공기질/실내공기질/다,홈플러스 운정점 더콜로니운정(주),지하2층 출구,파주시 푸른환경사업본부,푸른환경사업본부장,,결과승인완료,0,,,,,2024-05-09,관원,,,적합,환경지도과-3345,2024-01-26,경기도보건환경연구원북부지원-6609,2024-05-09,2024-05-09,대기환경팀(B),김지영,,,,,실내주차장,경기 파주시 시민회관길 16-11 (금촌동),,,,2024-05-01,경기 파주시 청암로17번길 17 (목동동),9,2024-05-14,0,3,247,경기 파주시 청암로17번길 17 (목동동),푸른환경사업본부장,실내공기질/실내공기질/다,지하2층 출구,05-01,3/3,5.2,38.7,,483.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400128-03,2024-05-01,실내공기질/실내공기질/다,홈플러스 운정점 더콜로니운정(주),지상5층 41구역,파주시 푸른환경사업본부,푸른환경사업본부장,,결과승인완료,0,,,,,2024-05-09,관원,,,적합,환경지도과-3345,2024-01-26,경기도보건환경연구원북부지원-6609,2024-05-09,2024-05-09,대기환경팀(B),김지영,,,,,실내주차장,경기 파주시 시민회관길 16-11 (금촌동),,,,2024-05-01,경기 파주시 청암로17번길 17 (목동동),9,2024-05-14,0,3,248,경기 파주시 청암로17번길 17 (목동동),푸른환경사업본부장,실내공기질/실내공기질/다,지상5층 41구역,05-01,3/3,4.0,31.9,,547.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400128-04,2024-05-01,실내공기질/실내공기질/다,홈플러스 운정점 더콜로니운정(주),지상5층 매장입구,파주시 푸른환경사업본부,푸른환경사업본부장,,결과승인완료,0,,,,,2024-05-09,관원,,,적합,환경지도과-3345,2024-01-26,경기도보건환경연구원북부지원-6609,2024-05-09,2024-05-09,대기환경팀(B),김지영,,,,,실내주차장,경기 파주시 시민회관길 16-11 (금촌동),,,,2024-05-01,경기 파주시 청암로17번길 17 (목동동),9,2024-05-14,0,3,249,경기 파주시 청암로17번길 17 (목동동),푸른환경사업본부장,실내공기질/실내공기질/다,지상5층 매장입구,05-01,3/3,6.0,38.4,,662.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400129-01,2024-05-01,실내공기질/실내공기질/다,신우빌딩,지하1층 주차장,파주시 푸른환경사업본부,푸른환경사업본부장,,결과승인완료,1,이산화탄소,,,,2024-05-09,관원,,,부적합,환경지도과-3345,2024-01-26,경기도보건환경연구원북부지원-6609,2024-05-09,2024-05-09,대기환경팀(B),김지영,,,,,실내주차장,경기 파주시 시민회관길 16-11 (금촌동),,,,2024-05-01,경기 파주시 청암로17번길 31 (목동동),9,2024-05-14,0,3,250,경기 파주시 청암로17번길 31 (목동동),푸른환경사업본부장,실내공기질/실내공기질/다,지하1층 주차장,05-01,3/3,10.4,40.1,,1267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400129-02,2024-05-01,실내공기질/실내공기질/다,신우빌딩,지하2층 주차장,파주시 푸른환경사업본부,푸른환경사업본부장,,결과승인완료,1,이산화탄소,,,,2024-05-09,관원,,,부적합,환경지도과-3345,2024-01-26,경기도보건환경연구원북부지원-6609,2024-05-09,2024-05-09,대기환경팀(B),김지영,,,,,실내주차장,경기 파주시 시민회관길 16-11 (금촌동),,,,2024-05-01,경기 파주시 청암로17번길 31 (목동동),9,2024-05-14,0,3,251,경기 파주시 청암로17번길 31 (목동동),푸른환경사업본부장,실내공기질/실내공기질/다,지하2층 주차장,05-01,3/3,9.9,27.4,,1073.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400130-01,2024-05-01,실내공기질/실내공기질/나,인본병원,3층 로비,파주시 푸른환경사업본부,푸른환경사업본부장,,결과승인완료,0,,,,,2024-05-09,관원,,,적합,환경지도과-3345,2024-01-26,경기도보건환경연구원북부지원-6609,2024-05-09,2024-05-09,대기환경팀(B),김지영,,,,,의료기관,경기 파주시 시민회관길 16-11 (금촌동),,,,2024-05-01,경기 파주시 청암로17번길 31 (목동동),11,2024-05-17,0,5,252,경기 파주시 청암로17번길 31 (목동동),푸른환경사업본부장,실내공기질/실내공기질/나,3층 로비,05-01,5/5,32.4,17.0,13.0,834.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400130-02,2024-05-01,실내공기질/실내공기질/나,인본병원,5층 로비,파주시 푸른환경사업본부,푸른환경사업본부장,,결과승인완료,0,,,,,2024-05-09,관원,,,적합,환경지도과-3345,2024-01-26,경기도보건환경연구원북부지원-6609,2024-05-09,2024-05-09,대기환경팀(B),김지영,,,,,의료기관,경기 파주시 시민회관길 16-11 (금촌동),,,,2024-05-01,경기 파주시 청암로17번길 31 (목동동),11,2024-05-17,0,5,253,경기 파주시 청암로17번길 31 (목동동),푸른환경사업본부장,실내공기질/실내공기질/나,5층 로비,05-01,5/5,29.9,17.2,9.9,749.0,410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400135-01,2024-05-08,실내공기질/실내공기질/나,남양주삼성요양원,1층 로비,남양주시,남양주시장,,결과승인완료,0,,,,,2024-05-22,관원,,,적합,기후에너지과-3262,2024-01-19,경기도보건환경연구원북부지원-7206,2024-05-22,2024-05-22,대기환경팀(B),김지영,,,,,노인요양시설,경기 남양주시 경춘로 1037 (금곡동),,,,2024-05-08,경기 남양주시 진건읍 진건오남로374번길 29-8,11,2024-05-23,0,5,262,경기 남양주시 진건읍 진건오남로374번길 29-8 ,남양주시장,실내공기질/실내공기질/나,1층 로비,05-08,5/5,4.3,15.9,9.4,410.0,219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400135-02,2024-05-08,실내공기질/실내공기질/나,남양주삼성요양원,3층 생활거실,남양주시,남양주시장,,결과승인완료,0,,,,,2024-05-22,관원,,,적합,기후에너지과-3262,2024-01-19,경기도보건환경연구원북부지원-7206,2024-05-22,2024-05-22,대기환경팀(B),김지영,,,,,노인요양시설,경기 남양주시 경춘로 1037 (금곡동),,,,2024-05-08,경기 남양주시 진건읍 진건오남로374번길 29-8,11,2024-05-23,0,5,263,경기 남양주시 진건읍 진건오남로374번길 29-8 ,남양주시장,실내공기질/실내공기질/나,3층 생활거실,05-08,5/5,7.9,31.0,27.6,526.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400136-01,2024-05-08,실내공기질/실내공기질/나,노블스테이요양원,2층 로비,남양주시,남양주시장,,결과승인완료,0,,,,,2024-05-22,관원,,,적합,기후에너지과-3262,2024-01-19,경기도보건환경연구원북부지원-7206,2024-05-22,2024-05-22,대기환경팀(B),김지영,,,,,노인요양시설,경기 남양주시 경춘로 1037 (금곡동),,,,2024-05-08,경기 남양주시 오남읍 진건오남로555번길 17-5,11,2024-05-23,0,5,264,경기 남양주시 오남읍 진건오남로555번길 17-5 ,남양주시장,실내공기질/실내공기질/나,2층 로비,05-08,5/5,5.2,22.4,9.2,516.0,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400136-02,2024-05-08,실내공기질/실내공기질/나,노블스테이요양원,3층 로비,남양주시,남양주시장,,결과승인완료,0,,,,,2024-05-22,관원,,,적합,기후에너지과-3262,2024-01-19,경기도보건환경연구원북부지원-7206,2024-05-22,2024-05-22,대기환경팀(B),김지영,,,,,노인요양시설,경기 남양주시 경춘로 1037 (금곡동),,,,2024-05-08,경기 남양주시 오남읍 진건오남로555번길 17-5,11,2024-05-23,0,5,265,경기 남양주시 오남읍 진건오남로555번길 17-5 ,남양주시장,실내공기질/실내공기질/나,3층 로비,05-08,5/5,11.4,30.6,10.7,517.0,271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400144-01,2024-05-16,실내공기질/실내공기질/나,광탄어린이집,A동 보육실,파주시 푸른환경사업본부,푸른환경사업본부장,,결과승인완료,0,,,,,2024-05-29,관원,,,적합,환경지도과-3345,2024-01-26,경기도보건환경연구원북부지원-7648,2024-05-29,2024-05-29,대기환경팀(B),김지영,,,,,어린이집,경기 파주시 시민회관길 16-11 (금촌동),,,,2024-05-16,경기 파주시 광탄면 혜음로 1305,11,2024-05-31,0,5,272,경기 파주시 광탄면 혜음로 1305 ,푸른환경사업본부장,실내공기질/실내공기질/나,A동 보육실,05-16,5/5,33.4,16.7,16.4,485.0,384.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400144-02,2024-05-16,실내공기질/실내공기질/나,광탄어린이집,B동 특별활동실,파주시 푸른환경사업본부,푸른환경사업본부장,,결과승인완료,0,,,,,2024-05-29,관원,,,적합,환경지도과-3345,2024-01-26,경기도보건환경연구원북부지원-7648,2024-05-29,2024-05-29,대기환경팀(B),김지영,,,,,어린이집,경기 파주시 시민회관길 16-11 (금촌동),,,,2024-05-16,경기 파주시 광탄면 혜음로 1305,11,2024-05-30,0,5,273,경기 파주시 광탄면 혜음로 1305 ,푸른환경사업본부장,실내공기질/실내공기질/나,B동 특별활동실,05-16,5/5,39.4,16.6,16.6,347.0,219.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400145-01,2024-05-16,실내공기질/실내공기질/나,파주행복요양원,프로그램실,파주시 푸른환경사업본부,푸른환경사업본부장,,결과승인완료,0,,,,,2024-05-29,관원,,,적합,환경지도과-3345,2024-01-26,경기도보건환경연구원북부지원-7648,2024-05-29,2024-05-29,대기환경팀(B),김지영,,,,,노인요양시설,경기 파주시 시민회관길 16-11 (금촌동),,,,2024-05-16,경기 파주시 광탄면 양지말길 89,11,2024-05-30,0,5,274,경기 파주시 광탄면 양지말길 89 ,푸른환경사업본부장,실내공기질/실내공기질/나,프로그램실,05-16,5/5,13.4,22.1,19.8,535.0,174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400145-02,2024-05-16,실내공기질/실내공기질/나,파주행복요양원,물리치료실,파주시 푸른환경사업본부,푸른환경사업본부장,,결과승인완료,0,,,,,2024-05-29,관원,,,적합,환경지도과-3345,2024-01-26,경기도보건환경연구원북부지원-7648,2024-05-29,2024-05-29,대기환경팀(B),김지영,,,,,노인요양시설,경기 파주시 시민회관길 16-11 (금촌동),,,,2024-05-16,경기 파주시 광탄면 양지말길 89,11,2024-05-30,0,5,275,경기 파주시 광탄면 양지말길 89 ,푸른환경사업본부장,실내공기질/실내공기질/나,물리치료실,05-16,5/5,13.9,20.7,14.2,479.0,198.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400156-01,2024-05-28,실내공기질/실내공기질/나,동두천경찰서어린이집,2층 유희실,동두천시,동두천시장,,결과승인완료,0,,,,,2024-06-12,관원,,,적합,환경보호과-4590,2024-01-26,경기도보건환경연구원북부지원-8386,2024-06-12,2024-06-12,대기환경팀(B),김지영,,,,,어린이집,경기도 동두천시 방죽로 23,,,,2024-05-28,경기 동두천시 상패로 89 (상패동),11,2024-06-12,0,5,287,경기 동두천시 상패로 89 (상패동),동두천시장,실내공기질/실내공기질/나,2층 유희실,05-28,5/5,11.5,24.1,10.4,468.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400156-02,2024-05-28,실내공기질/실내공기질/나,동두천경찰서어린이집,3층 해솔반,동두천시,동두천시장,,결과승인완료,0,,,,,2024-06-12,관원,,,적합,환경보호과-4590,2024-01-26,경기도보건환경연구원북부지원-8386,2024-06-12,2024-06-12,대기환경팀(B),김지영,,,,,어린이집,경기도 동두천시 방죽로 23,,,,2024-05-28,경기 동두천시 상패로 89 (상패동),11,2024-06-12,0,5,288,경기 동두천시 상패로 89 (상패동),동두천시장,실내공기질/실내공기질/나,3층 해솔반,05-28,5/5,22.7,12.4,9.2,407.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400157-01,2024-05-28,실내공기질/실내공기질/나,동두천노인복지요양센터,1층 로비,동두천시,동두천시장,,결과승인완료,0,,,,,2024-06-12,관원,,,적합,환경보호과-4590,2024-01-26,경기도보건환경연구원북부지원-8386,2024-06-12,2024-06-12,대기환경팀(B),김지영,,,,,노인요양시설,경기도 동두천시 방죽로 23,,,,2024-05-28,경기 동두천시 상패로 85 (상패동),11,2024-06-12,0,5,289,경기 동두천시 상패로 85 (상패동),동두천시장,실내공기질/실내공기질/나,1층 로비,05-28,5/5,18.4,12.2,3.2,691.0,413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400157-02,2024-05-28,실내공기질/실내공기질/나,동두천노인복지요양센터,2층 로비,동두천시,동두천시장,,결과승인완료,0,,,,,2024-06-12,관원,,,적합,환경보호과-4590,2024-01-26,경기도보건환경연구원북부지원-8386,2024-06-12,2024-06-12,대기환경팀(B),김지영,,,,,노인요양시설,경기도 동두천시 방죽로 23,,,,2024-05-28,경기 동두천시 상패로 85 (상패동),11,2024-06-12,0,5,290,경기 동두천시 상패로 85 (상패동),동두천시장,실내공기질/실내공기질/나,2층 로비,05-28,5/5,20.5,10.8,10.8,541.0,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400159-01,2024-05-29,실내공기질/실내공기질/나,주사량요양원,2층 거실,동두천시,동두천시장,,결과승인완료,0,,,,,2024-06-12,관원,,,적합,환경보호과-4590,2024-01-26,경기도보건환경연구원북부지원-8386,2024-06-12,2024-06-12,대기환경팀(B),김지영,,,,,노인요양시설,경기도 동두천시 방죽로 23,,,,2024-05-29,경기 동두천시 중앙로298번길 6-10 (생연동),11,2024-06-13,0,5,292,경기 동두천시 중앙로298번길 6-10 (생연동),동두천시장,실내공기질/실내공기질/나,2층 거실,05-29,5/5,18.2,19.0,10.1,531.0,729.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400159-02,2024-05-29,실내공기질/실내공기질/나,주사량요양원,3층 로비,동두천시,동두천시장,,결과승인완료,0,,,,,2024-06-12,관원,,,적합,환경보호과-4590,2024-01-26,경기도보건환경연구원북부지원-8386,2024-06-12,2024-06-12,대기환경팀(B),김지영,,,,,노인요양시설,경기도 동두천시 방죽로 23,,,,2024-05-29,경기 동두천시 중앙로298번길 6-10 (생연동),11,2024-06-13,0,5,293,경기 동두천시 중앙로298번길 6-10 (생연동),동두천시장,실내공기질/실내공기질/나,3층 로비,05-29,5/5,25.1,23.2,13.4,411.0,386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400163-01,2024-05-30,실내공기질/실내공기질/나,성신요양원,1층 복도,양주시,양주시장,,결과승인완료,0,,,,,2024-06-03,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-7871,2024-06-03,2024-06-03,대기환경팀(B),김지영,,,,,노인요양시설,경기도 양주시 부흥로 1533,,,,2024-05-30,경기 양주시 양주산성로49번길 54 (남방동),3,2024-06-03,0,1,304,경기 양주시 양주산성로49번길 54 (남방동),양주시장,실내공기질/실내공기질/나,1층 복도,05-30,1/1,,,,660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400163-02,2024-05-30,실내공기질/실내공기질/나,성신요양원,2층 거실,양주시,양주시장,,결과승인완료,0,,,,,2024-06-03,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-7871,2024-06-03,2024-06-03,대기환경팀(B),김지영,,,,,노인요양시설,경기도 양주시 부흥로 1533,,,,2024-05-30,경기 양주시 양주산성로49번길 54 (남방동),3,2024-06-03,0,1,305,경기 양주시 양주산성로49번길 54 (남방동),양주시장,실내공기질/실내공기질/나,2층 거실,05-30,1/1,,,,585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400164-01,2024-06-03,실내공기질/실내공기질/나,연세하늘병원,1층 로비,의정부시,의정부시장,,결과승인완료,1,총부유세균,,,,2024-06-17,관원,,,부적합,환경관리과-1500,2024-01-18,경기도보건환경연구원북부지원-8602,2024-06-17,2024-06-17,대기환경팀(B),김지영,,,,,의료기관,경기 의정부시 호국로1049번길 39 (가능동),,,,2024-06-03,경기 의정부시 평화로 704 (가능동),11,2024-06-18,0,5,306,경기 의정부시 평화로 704 (가능동),의정부시장,실내공기질/실내공기질/나,1층 로비,06-03,5/5,12.8,11.6,9.1,780.0,2673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400164-02,2024-06-03,실내공기질/실내공기질/나,연세하늘병원,5층 로비,의정부시,의정부시장,,결과승인완료,0,,,,,2024-06-17,관원,,,부적합,환경관리과-1500,2024-01-18,경기도보건환경연구원북부지원-8602,2024-06-17,2024-06-17,대기환경팀(B),김지영,,,,,의료기관,경기 의정부시 호국로1049번길 39 (가능동),,,,2024-06-03,경기 의정부시 평화로 704 (가능동),11,2024-06-18,0,5,307,경기 의정부시 평화로 704 (가능동),의정부시장,실내공기질/실내공기질/나,5층 로비,06-03,5/5,16.3,17.7,7.7,689.0,445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400165-01,2024-06-03,실내공기질/실내공기질/나,어울림어린이집,1층 로비,파주시 푸른환경사업본부,푸른환경사업본부장,,결과승인완료,0,,,,,2024-06-17,관원,,,적합,환경지도과-3345,2024-01-26,경기도보건환경연구원북부지원-8603,2024-06-17,2024-06-17,대기환경팀(B),김지영,,,,,어린이집,경기 파주시 시민회관길 16-11 (금촌동),,,,2024-06-03,경기 파주시 문산읍 통일로 1750 (문산어울림),11,2024-06-18,0,5,308,경기 파주시 문산읍 통일로 1750 (문산어울림),푸른환경사업본부장,실내공기질/실내공기질/나,1층 로비,06-03,5/5,6.6,13.9,5.0,596.0,452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400165-02,2024-06-03,실내공기질/실내공기질/나,어울림어린이집,2층 로비,파주시 푸른환경사업본부,푸른환경사업본부장,,결과승인완료,0,,,,,2024-06-17,관원,,,적합,환경지도과-3345,2024-01-26,경기도보건환경연구원북부지원-8603,2024-06-17,2024-06-17,대기환경팀(B),김지영,,,,,어린이집,경기 파주시 시민회관길 16-11 (금촌동),,,,2024-06-03,경기 파주시 문산읍 통일로 1750 (문산어울림),11,2024-06-18,0,5,309,경기 파주시 문산읍 통일로 1750 (문산어울림),푸른환경사업본부장,실내공기질/실내공기질/나,2층 로비,06-03,5/5,10.4,13.2,5.7,669.0,609.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4792400001-01,2024-05-28,실내공기질/실내공기질/기타,남문중학교,남문중학교 통학차량,경기도보건환경연구원북부지원,북부지원장,,결과승인완료,0,,,,,2024-06-12,자체,참고용,,상기실험확인함,,,경기도보건환경연구원북부지원-8623,2024-06-17,2024-06-12,대기환경팀(B),김지영,,,,,통학차량,경기도 의정부시 청사로 1,,,,2024-05-28,경기 양주시 남면 개나리18길 1,0,,0,2,494,경기 양주시 남면 개나리18길 1 ,북부지원장,실내공기질/실내공기질/기타,남문중학교 통학차량,05-28,2/2,,,,1024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4792400002-01,2024-05-29,실내공기질/실내공기질/기타,양주도담학교,양주도담학교 통학차량,경기도보건환경연구원북부지원,북부지원장,,결과승인완료,0,,,,,2024-06-12,자체,참고용,,상기실험확인함,,,경기도보건환경연구원북부지원-8623,2024-06-17,2024-06-12,대기환경팀(B),김지영,,,,,통학차량,경기도 의정부시 청사로 1,,,,2024-05-29,경기 양주시 옥정서로5길 121 (옥정동),0,,0,2,495,경기 양주시 옥정서로5길 121 (옥정동),북부지원장,실내공기질/실내공기질/기타,양주도담학교 통학차량,05-29,2/2,,,,985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4792400003-01,2024-05-30,실내공기질/실내공기질/기타,유양초등학교,유양초등학교 통학차량,경기도보건환경연구원북부지원,북부지원장,,결과승인완료,0,,,,,2024-06-12,자체,참고용,,상기실험확인함,,,경기도보건환경연구원북부지원-8623,2024-06-17,2024-06-12,대기환경팀(B),김지영,,,,,통학차량,경기도 의정부시 청사로 1,,,,2024-05-30,경기 양주시 부흥로 1373-7 (유양동),0,,0,2,496,경기 양주시 부흥로 1373-7 (유양동),북부지원장,실내공기질/실내공기질/기타,유양초등학교 통학차량,05-30,2/2,,,,608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4792400004-01,2024-06-03,실내공기질/실내공기질/기타,마정초등학교,마정초등학교 통학차량,경기도보건환경연구원북부지원,북부지원장,,결과승인완료,0,,,,,2024-06-12,자체,참고용,,상기실험확인함,,,경기도보건환경연구원북부지원-8623,2024-06-17,2024-06-12,대기환경팀(B),김지영,,,,,통학차량,경기도 의정부시 청사로 1,,,,2024-06-03,경기 파주시 문산읍 마정로124번길 13,0,,0,2,497,경기 파주시 문산읍 마정로124번길 13 ,북부지원장,실내공기질/실내공기질/기타,마정초등학교 통학차량,06-03,2/2,,,,1010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
